sample,TOT_DEP,CITY,COUNTY,STATE,OPEN_DT,ZIP5,DEP_YR3,unique_id,INSTITUTION_SIZE,P002001,P002002,P002003,P002004,P002005,P015001,P016001,P017001,P018001,P018002,P018005,P027001,P027002,P027024,P031001,P032001,P033001,H001001,H003001,H003002,H003003,H004001,H004002,H004003,P030001,P030002,P030003,P030004,P030005,P030006,P030007,P030008,P030009,P030010,P030011,P030012,P030013,P030014,P030015,P030016,P032002,P032003,P032004,P032005,P032006,P032007,P032008,P032009,P032010,P032011,P032012,P032013,P035001,P035002,P035003,P035004,P035005,P035006,P035007,P035008,P035009,P035010,P052001,P052002,P052003,P052004,P052005,P052006,P052007,P052008,P052009,P052010,P052011,P052012,P052013,P052014,P052015,P052016,P052017,P053001,P060001,P060002,P060003,P061001,P061002,P061003,P076001,P076002,P076003,P076004,P076005,P076006,P076007,P076008,P076009,P076010,P076011,P076012,P076013,P076014,P076015,P076016,P076017,P077001,P082001,H034001,H034002,H034003,H034004,H034005,H034006,H034007,H034008,H034009,H034010,H040001,H040002,H040003,H040004,H040005,H040006,H040007,H040008,H040009,H040010,H047001,H047002,H047003,H050001,H050002,H050003,H084001,H084002,H084003,H084004,H084005,H084006,H084007,H084008,H084009,H084010,H084011,H084012,H084013,H084014,H084015,H084016,H084017,H084018,H084019,H084020,H084021,H084022,H084023,H084024,H084025,NUM_BANK,NUM_BR,Longitude,Latitude,Column 172
Build,452846,Chesapeake,Chesapeake City,Virginia,01/31/2005,23322,28316,10000055,SMALL,54622,41713,41713,,,16912,51977,3.07,16912,1743,15169,54622,51977,2645,14656,48418,3.3,17267,17267,16912,355,16912,14923,1989,27363,25641,23244,2397,112,86,0,9,0,,17,24,5,356,253,972,15166,47,15119,8015,16,7999,2024,19,2005,1186,30,1156,27363,25641,23244,2397,2016,251,61,50,19,1722,16906,218,425,394,531,635,801,720,763,885,1910,2961,3378,1898,591,487,309,65818,16906,2070,14836,16906,7863,9043,14689,128,243,249,343,450,606,559,612,773,1657,2726,3229,1804,539,480,291,69180,23322,17253,522,2236,3808,4939,2682,1578,883,261,344,16905,6870,728,7299,1742,0,152,6,47,61,17253,17198,55,17253,17230,23,14915,18,9,5,15,33,16,13,19,99,218,504,398,538,1893,3410,2871,1840,1736,707,353,135,59,9,17,8,10,-76.22905,36.687543,0.2707973844
Build,31627,Manassas,Prince Willia,Virginia,08/16/2006,20111,752,10000313,SMALL,24451,24125,24125,,,7779,24215,3.11,7779,1070,6709,24451,24215,236,6225,21100,3.39,7983,7983,7779,204,7779,6216,1563,12967,11838,9844,1994,348,49,0,32,259,,8,0,29,120,200,432,5080,17,5063,3016,16,3000,2016,29,1987,2423,286,2137,12967,11838,9844,1994,1359,307,147,113,68,1129,7778,229,184,217,232,288,346,356,365,369,832,1267,1475,823,271,314,210,65353,7778,993,6785,7778,2699,5079,6229,159,105,161,210,246,266,284,289,267,669,964,1256,661,203,297,192,66908,23708,7982,453,871,993,1267,1394,1256,1407,265,76,7776,4599,294,2146,635,0,76,0,12,14,7982,7967,15,7982,7972,10,6217,45,67,15,5,10,16,21,23,19,36,183,317,535,1326,858,572,437,944,364,291,75,38,5,15,1,1,-77.44915,38.769697,0.2740010638
Build,57382,Severn,Anne Arundel,Maryland,09/06/2007,21144,2587,10000475,LARGE,28561,27966,27966,,,9702,28531,2.94,9702,1365,8337,28561,28531,30,7864,25425,3.23,9974,9974,9702,272,9702,7230,2472,15495,14383,12604,1779,516,27,0,82,381,,26,0,12,122,115,347,9426,39,9387,2827,30,2797,1280,42,1238,1615,405,1210,15495,14383,12604,1779,1453,150,47,99,30,1112,9654,520,271,210,280,268,416,325,446,503,1017,1408,1838,1085,663,288,116,66327,9654,1093,8561,9654,3620,6034,7851,362,135,137,217,201,321,246,297,416,870,1238,1498,932,626,258,97,68986,24337,9909,346,1205,1338,1902,2828,1084,672,230,304,9649,3678,301,4017,1581,6,29,0,21,16,9909,9887,22,9909,9892,17,7180,84,59,39,56,6,59,17,28,41,88,144,123,87,498,1327,1521,910,1409,438,194,19,8,0,25,3,3,-76.69142,39.130224,0.2752778528
Build,681568,Martinsville,Martinsville,Virginia,12/30/2006,24112,183860,10000231,SMALL,34817,23321,0,,,14406,33817,2.35,14406,4227,10179,34817,33817,1000,9673,27867,2.88,15754,15754,14406,1348,14406,9989,4417,14875,14146,11999,2147,70,31,0,0,0,,35,0,0,185,178,296,11799,32,11767,1398,16,1382,598,0,598,784,22,762,14875,14146,11999,2147,1665,261,129,72,20,729,14447,2083,1341,1317,1279,1084,1141,870,854,732,1086,1241,647,356,132,109,175,30434,14447,1314,13133,14447,4080,10367,9753,707,714,739,855,732,777,663,679,590,920,1112,564,328,132,98,143,37788,17338,15729,134,501,913,1959,3140,3022,2788,1973,1299,14414,2940,927,6176,3939,7,309,0,63,53,15729,15600,129,15729,15603,126,9996,291,175,225,164,272,362,356,873,976,1198,1212,1021,569,723,502,408,146,200,137,78,41,40,27,0,10,14,-79.86879,36.696264,0.2755954324
Build,315708,Hyattsville,Prince George,Maryland,09/30/2006,20784,21636,10000223,LARGE,27092,27092,27092,,,9569,27071,2.83,9569,2334,7235,27092,27071,21,6623,22363,3.38,10079,10079,9569,510,9569,5601,3968,12726,9954,7797,2157,2202,733,0,1377,46,,46,0,7,271,107,185,5176,258,4918,3466,647,2819,1942,543,1399,1957,754,1203,12726,9954,7797,2157,1707,296,83,61,10,2772,9516,558,302,263,498,619,743,701,559,529,1119,1368,1200,695,197,90,75,49834,9516,708,8808,9516,2418,7098,6699,358,162,190,273,420,472,394,400,347,771,1040,996,594,158,52,72,54631,19820,10012,45,146,36,704,1974,3085,2516,1223,283,9492,7637,126,1599,100,0,10,0,7,13,10012,9968,44,10012,9988,24,5590,0,10,0,22,15,12,35,60,172,103,63,199,544,1453,1942,706,125,45,58,10,0,0,0,16,4,5,-76.8888,38.950528,0.2785559485
Build,41554,Severn,Anne Arundel,Maryland,12/19/2005,21144,19790,10000098,LARGE,28561,27966,27966,,,9702,28531,2.94,9702,1365,8337,28561,28531,30,7864,25425,3.23,9974,9974,9702,272,9702,7230,2472,15495,14383,12604,1779,516,27,0,82,381,,26,0,12,122,115,347,9426,39,9387,2827,30,2797,1280,42,1238,1615,405,1210,15495,14383,12604,1779,1453,150,47,99,30,1112,9654,520,271,210,280,268,416,325,446,503,1017,1408,1838,1085,663,288,116,66327,9654,1093,8561,9654,3620,6034,7851,362,135,137,217,201,321,246,297,416,870,1238,1498,932,626,258,97,68986,24337,9909,346,1205,1338,1902,2828,1084,672,230,304,9649,3678,301,4017,1581,6,29,0,21,16,9909,9887,22,9909,9892,17,7180,84,59,39,56,6,59,17,28,41,88,144,123,87,498,1327,1521,910,1409,438,194,19,8,0,25,2,2,-76.69142,39.130224,0.2826829199
Build,864954,Westminster,Carroll,Maryland,10/20/2005,21157,17605,10000199,LARGE,34512,22500,22500,,,12551,32761,2.61,12551,2906,9645,34512,32761,1751,9012,27840,3.09,13048,13048,12551,497,12551,9121,3430,17728,16289,14630,1659,321,75,8,209,7,,8,16,18,492,47,545,8954,56,8898,3064,0,3064,2697,36,2661,2468,229,2239,17728,16289,14630,1659,1316,187,91,41,24,1439,12622,715,604,597,650,611,734,600,637,748,1255,1783,1853,1057,354,208,216,52407,12622,1432,11190,12622,5800,6822,9292,233,232,272,368,359,452,324,520,585,968,1610,1650,976,346,194,203,62627,22871,13078,233,855,1255,2401,2825,1427,1152,791,2139,12581,2514,316,5037,4289,7,390,0,17,11,13078,13028,50,13078,13049,29,9146,0,13,0,0,0,8,0,6,19,42,137,151,550,1041,1929,1796,1169,1241,646,297,35,66,0,0,11,18,-76.98926,39.563901,0.2887902586
Build,240452,Bluefield,Tazewell,Virginia,04/26/2006,24605,1626,10000160,SMALL,10018,5350,0,,,4157,9700,2.33,4157,1107,3050,10018,9700,318,2935,8257,2.81,4556,4556,4157,399,4157,3257,900,4153,3946,3501,445,11,11,0,0,0,,0,4,0,87,5,100,2974,0,2974,506,11,495,190,0,190,383,0,383,4153,3946,3501,445,393,42,0,10,0,207,4274,467,361,415,498,440,341,187,283,188,323,193,278,104,62,77,57,29371,4274,395,3879,4274,1369,2905,3003,126,171,271,289,325,250,137,255,181,291,155,267,104,54,70,57,36952,18237,4626,22,218,305,640,1029,703,641,481,587,4258,764,218,2266,707,164,114,0,25,0,4626,4586,40,4626,4586,40,3362,119,79,136,156,149,145,181,285,262,257,476,183,209,206,166,103,66,64,36,35,19,18,0,12,6,8,-81.3367,37.222548,0.2931322413
Build,109318,Winchester,Winchester City,Virginia,07/14/2007,22602,133794,10000464,SMALL,21246,13104,13104,,,7873,21134,2.68,7873,1384,6489,21246,21134,112,6067,18402,3.03,8291,8291,7873,418,7873,6310,1563,10947,10448,9072,1376,61,54,0,0,0,,7,0,0,93,9,336,7312,33,7279,1186,0,1186,732,22,710,1381,6,1375,10947,10448,9072,1376,1066,180,75,12,43,499,7859,331,281,269,585,503,557,551,495,489,777,1097,1008,424,240,128,124,48449,7859,1052,6807,7859,3105,4754,6061,138,126,154,383,338,409,409,403,358,628,985,889,396,205,123,117,54490,22765,8253,356,1078,1308,1701,1476,1067,583,186,498,7831,1930,728,3296,1144,6,687,0,27,13,8253,8091,162,8253,8159,94,6264,24,84,115,81,11,36,14,88,136,207,352,470,636,1148,1003,489,461,393,254,126,46,54,10,26,5,6,-78.24758,39.158386,0.2934300133
Build,458363,Colonial Hei,Colonial Heig,Virginia,04/15/2005,23834,5863,10000031,LARGE,24442,24166,24166,,,9729,24208,2.49,9729,2382,7347,24442,24208,234,6886,20362,2.96,10158,10158,9729,429,9729,7017,2712,11603,11220,10231,989,16,8,0,0,0,,8,6,21,104,73,163,8399,8,8391,1952,8,1944,750,0,750,339,0,339,11603,11220,10231,989,808,88,48,23,22,383,9777,529,473,492,709,728,634,656,608,512,1009,1171,1232,613,203,94,114,45496,9777,914,8863,9777,3885,5892,6889,235,187,295,357,374,443,434,378,392,786,1012,1069,564,184,75,104,53471,22766,10141,152,723,832,1662,1760,2144,1370,718,780,9719,3770,121,4738,1011,0,51,0,14,14,10141,10135,6,10141,10070,71,7054,39,13,13,25,20,0,21,160,294,702,928,860,704,1069,965,518,390,214,37,49,6,0,0,27,10,13,-77.40438,37.265403,0.2957489809
Build,302617,Chester,Chesterfield,Virginia,04/19/2006,23831,784,10000159,SMALL,24798,24428,24428,,,9251,24713,2.67,9251,1784,7467,24798,24713,85,7034,21550,3.06,9593,9593,9251,342,9251,7355,1896,12745,12318,11027,1291,14,6,0,0,0,,8,0,5,78,34,296,7976,6,7970,3239,8,3231,666,0,666,568,0,568,12745,12318,11027,1291,990,143,112,40,6,427,9258,388,297,340,405,422,584,497,518,446,997,1414,1583,777,258,212,120,56807,9258,859,8399,9258,3541,5717,7068,173,122,188,207,315,403,367,388,300,770,1206,1365,730,228,212,94,63929,24543,9569,223,1112,1626,2660,1816,1179,424,215,314,9233,2361,323,5260,1161,0,88,0,22,18,9569,9547,22,9569,9507,62,7306,281,114,139,65,58,25,31,34,102,183,399,560,697,1273,1218,945,577,367,149,62,0,0,13,14,9,11,-77.43959,37.350999,0.2983433732
Build,881535,Reston,Fairfax,Virginia,10/17/2005,20190,10643,10000381,SMALL,14258,14258,14258,,,6338,13733,2.17,6338,2371,3967,14258,13733,525,3326,9562,2.87,6729,6729,6338,391,6338,3276,3062,8281,7180,6386,794,453,241,0,194,9,,9,0,6,211,33,398,5038,46,4992,1538,64,1474,586,65,521,721,278,443,8281,7180,6386,794,655,83,49,0,7,1101,6294,302,208,247,209,236,284,317,207,288,434,809,1025,647,425,399,257,65994,6294,742,5552,6294,3539,2755,3348,120,70,106,101,167,118,148,156,127,176,389,546,383,284,254,203,74853,36710,6693,249,393,355,991,2757,1800,83,29,36,6290,4356,53,1808,39,0,0,0,34,0,6693,6648,45,6693,6597,96,3231,0,0,0,0,0,0,0,0,13,100,141,229,60,207,507,408,461,405,292,250,108,50,0,0,12,14,-77.3462,38.959673,0.3066861504
Build,315950,Hopewell,Hopewell City,Virginia,06/30/2006,23860,13999,10000255,SMALL,27173,23401,23401,,,10814,26845,2.48,10814,2770,8044,27173,26845,328,7508,22203,2.96,11602,11602,10814,788,10814,6594,4220,11611,11111,9665,1446,53,21,0,0,0,,32,11,0,115,73,248,7908,42,7866,2206,8,2198,803,0,803,446,3,443,11611,11111,9665,1446,1153,215,16,48,14,500,10878,1267,740,770,817,945,808,652,618,632,1245,941,746,411,128,63,95,35605,10878,663,10215,10878,3015,7863,7587,666,327,399,528,643,507,573,476,502,934,717,681,365,126,53,90,41622,17955,11642,222,327,511,1658,2178,2472,2158,999,1117,10845,3734,507,4811,1650,0,100,0,17,26,11642,11607,35,11642,11563,79,6637,81,15,29,19,31,57,133,311,616,873,900,937,566,966,315,267,108,164,127,59,15,30,9,9,5,6,-77.29359,37.287869,0.3085243294
Build,218011,Leesburg,Loudoun,Virginia,12/12/2005,20176,14614,10000196,LARGE,19410,16552,16552,,,6695,18940,2.83,6695,1239,5456,19410,18940,470,5018,16278,3.24,7033,7033,6695,338,6695,4672,2023,10301,9467,8274,1193,102,79,0,0,23,,0,3,6,169,66,488,4953,17,4936,2430,0,2430,1152,0,1152,1278,85,1193,10301,9467,8274,1193,958,154,56,25,0,834,6762,172,71,175,209,273,302,212,317,319,539,996,1200,805,408,378,386,71393,6762,852,5910,6762,2882,3880,5061,98,41,123,158,122,244,152,166,176,396,766,883,692,389,343,312,77460,31791,7085,757,1434,1244,1587,1094,267,176,80,446,6733,3450,407,2396,449,0,31,0,0,0,7085,7033,52,7085,7046,39,4691,28,38,0,0,0,14,7,8,16,79,129,32,94,400,591,332,396,688,687,634,194,154,128,42,9,11,-77.54519,39.138978,0.315045658
Build,1003786,Frederick,Frederick,Maryland,08/13/2007,21701,16039,10000390,LARGE,32261,29166,29166,,,13062,30779,2.36,13062,3982,9080,32261,30779,1482,7993,23775,2.97,13801,13801,13062,739,13062,8259,4803,17520,15674,13305,2369,289,121,0,64,32,,72,53,68,851,56,529,10116,126,9990,2115,8,2107,2024,34,1990,2736,121,2615,17520,15674,13305,2369,1896,254,66,35,118,1846,13139,698,705,622,697,702,671,828,720,696,1176,1715,1827,994,422,326,340,51790,13139,1356,11783,13139,5517,7622,8018,234,242,320,261,279,345,404,385,351,770,1284,1423,835,346,263,276,64930,26429,13858,515,1642,1488,2097,1209,1220,1299,724,3664,13128,6105,192,4384,2309,0,78,0,30,30,13858,13800,58,13858,13781,77,8243,0,8,6,12,10,11,10,39,48,142,276,423,410,1304,1699,1028,777,928,603,313,71,88,22,15,13,24,-77.38902,39.423344,0.3175788338
Build,152261,Winchester,Frederick,Virginia,09/28/2006,22603,13080,10000303,SMALL,11412,4050,4050,,,4423,10936,2.47,4423,1000,3423,11412,10936,476,3179,9154,2.88,4714,4714,4423,291,4423,3545,878,5637,5425,4785,640,14,6,0,0,0,,8,0,0,59,23,116,3877,8,3869,720,0,720,364,0,364,560,6,554,5637,5425,4785,640,552,67,5,16,0,212,4429,233,250,210,249,385,383,255,289,262,551,490,497,123,104,79,69,44141,4429,699,3730,4429,1581,2848,3182,79,91,145,133,274,235,184,216,181,454,449,438,91,69,74,69,51104,21224,4716,305,531,567,1099,678,555,315,219,447,4435,584,570,1601,1047,22,601,0,5,5,4716,4638,78,4716,4655,61,3552,101,98,39,39,54,26,105,86,91,147,292,234,286,547,371,341,186,195,86,137,39,29,7,16,3,7,-78.19396,39.267257,0.3192243539
Build,225883,Frederick,Frederick,Maryland,01/09/2006,21704,22795,10000104,LARGE,4169,938,938,,,1387,3773,2.72,1387,219,1168,4169,3773,396,1120,3370,3.01,1435,1435,1387,48,1387,1206,181,2022,1847,1678,169,38,19,0,13,0,,6,0,0,5,16,116,1061,13,1048,260,0,260,207,0,207,378,25,353,2022,1847,1678,169,135,20,8,0,6,175,1390,73,51,26,16,61,53,89,65,35,142,223,233,164,68,63,28,67045,1390,241,1149,1390,704,686,1187,30,26,12,25,69,39,61,49,17,143,220,194,150,64,63,25,69020,26347,1450,19,122,76,210,259,315,198,34,217,1400,146,67,441,702,0,44,0,0,0,1450,1444,6,1450,1441,9,1227,6,23,0,0,0,0,0,0,33,0,26,25,33,102,121,224,172,165,161,63,24,23,5,21,7,9,-77.37849,39.363415,0.3238395464
Build,749323,Manassas,Prince Willia,Virginia,08/07/2006,20110,37116,10000285,SMALL,39186,38852,38852,,,13006,38325,2.95,13006,2592,10414,39186,38325,861,9521,32321,3.39,13384,13384,13006,378,13006,9400,3606,20382,18656,15439,3217,606,109,0,63,381,,53,30,21,308,201,560,9280,73,9207,3716,40,3676,3217,50,3167,3609,443,3166,20382,18656,15439,3217,2283,503,193,182,56,1726,13014,357,385,283,542,577,609,566,686,785,1338,1869,2363,1377,516,433,328,62938,13014,1623,11391,13014,4978,8036,9538,175,202,142,222,310,379,403,414,479,977,1428,2038,1258,488,352,271,71654,24618,13370,197,973,1948,4757,2291,1811,793,252,348,12998,6108,82,6406,312,0,54,0,5,31,13370,13362,8,13370,13359,11,9371,92,23,0,0,0,12,8,15,190,463,360,468,517,1009,1351,1326,1401,1454,385,200,44,29,14,10,9,15,-77.47694,38.752269,0.3258875217
Build,425466,Woodbridge,Prince Willia,Virginia,09/25/2006,22191,17196,10000217,LARGE,40018,39891,39891,,,13405,39762,2.97,13405,2674,10731,40018,39762,256,9844,33399,3.39,13897,13897,13405,492,13405,7808,5597,20285,18569,13691,4878,628,325,0,103,151,,49,17,14,364,359,334,8058,93,7965,5410,114,5296,2903,153,2750,3580,268,3312,20285,18569,13691,4878,3039,1259,372,135,73,1716,13440,513,279,404,719,900,913,1101,879,785,1655,1791,1726,930,483,254,108,51213,13440,1237,12203,13440,3694,9746,10023,291,129,245,521,670,717,695,641,616,1313,1353,1430,772,332,211,87,53264,20035,13949,199,1352,1794,2226,2542,3918,1643,192,83,13413,7141,259,4187,1770,0,31,0,17,8,13949,13892,57,13949,13921,28,7857,117,53,30,46,26,9,0,8,60,131,207,552,835,2830,1634,561,221,279,141,55,39,6,17,0,7,9,-77.26786,38.63275,0.3263074877
Build,1158275,Vienna,Fairfax,Virginia,05/12/2006,22182,541108,10000122,LARGE,22983,22983,22983,,,7931,22967,2.9,7931,1081,6850,22983,22967,16,6418,20476,3.19,8095,8095,7931,164,7931,6682,1249,11934,10221,9149,1072,652,35,0,551,16,,50,0,30,187,39,805,6168,95,6073,3087,149,2938,1276,189,1087,598,219,379,11934,10221,9149,1072,769,158,98,36,11,1713,7997,282,124,87,105,120,140,140,161,121,349,606,995,920,921,1305,1621,120075,7997,1449,6548,7997,5327,2670,6486,91,32,54,39,73,83,91,101,78,243,481,819,758,854,1196,1493,132529,52273,8118,425,992,780,2056,2568,876,293,41,87,7962,5355,69,2080,449,0,0,0,0,9,8118,8097,21,8118,8108,10,6756,0,10,15,0,14,0,0,5,0,5,0,6,0,15,12,80,230,566,1025,2222,1218,1041,201,91,11,13,-77.2566,38.922478,0.3282396116
Build,888853,Richmond,Chesterfield,Virginia,12/10/2007,23235,17798,10000429,SMALL,29613,29613,29613,,,11937,28985,2.43,11937,3009,8928,29613,28985,628,8342,24343,2.92,12312,12312,11937,375,11937,9891,2046,15023,14309,13124,1185,61,44,0,0,0,,17,0,0,84,79,490,10231,22,10209,3196,39,3157,484,0,484,622,0,622,15023,14309,13124,1185,995,124,27,29,10,714,11903,331,368,405,377,643,830,545,829,554,1386,1731,2032,969,323,307,273,56989,11903,1463,10440,11903,6166,5737,8389,108,77,171,180,319,453,295,552,415,1054,1448,1681,845,304,275,212,65762,27897,12271,89,316,805,2520,3449,2893,1622,332,245,11890,2651,144,5543,3401,7,95,22,27,0,12271,12246,25,12271,12131,140,9854,103,37,35,5,6,11,9,7,149,306,226,568,1036,2538,2227,1202,568,441,177,148,5,18,16,16,12,22,-77.56565,37.522514,0.3335603324
Build,374957,Woodbridge,Prince Willia,Virginia,06/27/2005,22191,6990,10000030,SMALL,40018,39891,39891,,,13405,39762,2.97,13405,2674,10731,40018,39762,256,9844,33399,3.39,13897,13897,13405,492,13405,7808,5597,20285,18569,13691,4878,628,325,0,103,151,,49,17,14,364,359,334,8058,93,7965,5410,114,5296,2903,153,2750,3580,268,3312,20285,18569,13691,4878,3039,1259,372,135,73,1716,13440,513,279,404,719,900,913,1101,879,785,1655,1791,1726,930,483,254,108,51213,13440,1237,12203,13440,3694,9746,10023,291,129,245,521,670,717,695,641,616,1313,1353,1430,772,332,211,87,53264,20035,13949,199,1352,1794,2226,2542,3918,1643,192,83,13413,7141,259,4187,1770,0,31,0,17,8,13949,13892,57,13949,13921,28,7857,117,53,30,46,26,9,0,8,60,131,207,552,835,2830,1634,561,221,279,141,55,39,6,17,0,7,9,-77.26786,38.63275,0.3353950654
Build,78873,Moneta,Franklin,Virginia,11/19/2007,24121,113638,10000418,SMALL,8605,0,0,,,3651,8512,2.33,3651,707,2944,8605,8512,93,2818,7447,2.64,5427,5427,3651,1776,3651,3213,438,4022,3717,3354,363,0,0,0,0,0,,0,0,0,27,34,244,1461,0,1461,891,0,891,864,0,864,562,0,562,4022,3717,3354,363,333,30,0,0,0,305,3682,208,237,205,334,175,304,262,222,185,488,360,302,129,62,82,127,42042,3682,500,3182,3682,1689,1993,2923,104,123,150,208,150,219,180,201,181,454,303,294,119,62,74,101,48595,24447,5494,313,642,709,1893,1115,374,168,41,239,3687,28,370,2561,485,8,219,0,9,7,5494,5419,75,5494,5436,58,3280,68,36,49,49,47,11,47,65,130,85,212,239,146,341,294,159,158,307,301,252,139,116,20,9,3,3,-79.64786,37.145705,0.3386386868
Build,406891,Wytheville,Wythe,Virginia,06/06/2007,24382,567,10000321,SMALL,13701,6836,0,,,5917,13299,2.25,5917,1788,4129,13701,13299,402,3913,10850,2.77,6531,6531,5917,614,5917,4169,1748,6394,5983,5128,855,15,6,0,0,0,,9,8,0,71,83,234,4708,9,4699,834,6,828,331,0,331,287,0,287,6394,5983,5128,855,618,176,31,17,13,411,5944,906,574,557,452,411,342,324,396,324,573,459,332,102,66,39,87,30947,5944,733,5211,5944,1819,4125,3925,269,252,301,255,300,292,217,381,235,497,398,298,80,46,39,65,40924,18318,6448,113,478,620,979,1121,767,770,576,1024,5863,1003,208,2638,1618,7,351,0,38,0,6448,6311,137,6448,6298,150,4159,189,118,52,147,97,148,171,334,319,357,347,410,281,368,337,190,143,66,43,25,9,0,0,8,10,14,-81.09439,36.947446,0.3426715108
Build,470475,Midlothian,Chesterfield,Virginia,05/24/2005,23112,24556,10000022,SMALL,38795,37712,37712,,,13846,38766,2.8,13846,2355,11491,38795,38766,29,10835,34475,3.18,14317,14317,13846,471,13846,11279,2567,20769,19509,17779,1730,20,20,0,0,0,,0,8,0,83,81,1068,10162,0,10162,6646,11,6635,2022,9,2013,871,0,871,20769,19509,17779,1730,1440,164,61,35,30,1260,13834,279,272,358,496,671,554,583,770,685,1558,2527,2266,1380,549,543,343,63519,13834,1575,12259,13834,5909,7925,10926,181,120,111,301,393,358,376,517,500,1315,2166,2074,1205,508,514,287,68248,26140,14319,395,1687,3267,6493,2068,265,30,33,81,13837,3490,152,9689,277,0,166,0,23,40,14319,14307,12,14319,14309,10,11276,21,17,9,0,0,0,7,17,64,154,448,821,1356,2500,2041,1389,889,795,375,227,48,76,8,14,11,18,-77.64868,37.427988,0.3436139491
Build,4,Conowingo,Cecil,Maryland,06/27/2005,21918,8701,10000068,SMALL,4045,0,0,,,1379,4019,2.91,1379,217,1162,4045,4019,26,1107,3584,3.24,1444,1444,1379,65,1379,1225,154,2080,1963,1664,299,24,17,0,0,0,,0,0,0,37,0,56,736,0,736,641,9,632,332,0,332,315,15,300,2080,1963,1664,299,260,33,6,0,0,117,1427,47,37,79,46,131,118,113,64,75,174,191,239,58,27,19,9,50125,1427,232,1195,1427,451,976,1144,10,16,30,26,120,97,99,56,75,118,176,221,51,27,13,9,51762,19816,1464,40,178,269,318,238,71,116,50,184,1398,13,231,520,566,19,41,0,8,0,1464,1441,23,1464,1457,7,1233,25,61,6,32,0,0,22,7,13,25,22,45,22,255,324,148,74,73,35,30,0,7,0,7,1,1,-76.15464,39.679246,0.3463073624
Build,7487,Cedar Bluff,Tazewell,Virginia,06/13/2005,24609,2792,10000058,SMALL,9021,949,0,,,3242,7956,2.45,3242,692,2550,9021,7956,1065,2480,7021,2.83,3590,3590,3242,348,3242,2645,597,3072,2954,2586,368,11,11,0,0,0,,0,0,0,38,5,64,1879,0,1879,532,0,532,257,0,257,340,11,329,3072,2954,2586,368,272,72,24,0,0,118,3238,435,260,370,315,363,212,224,187,177,266,207,117,63,30,2,10,28360,3238,291,2947,3238,797,2441,2543,253,119,286,218,279,202,202,157,163,257,190,115,63,30,2,7,33108,14640,3644,44,300,355,658,920,419,389,243,316,3238,18,287,2160,553,115,71,5,2,27,3644,3565,79,3644,3592,52,2646,189,127,103,114,46,133,118,252,338,129,311,212,135,179,113,39,38,18,19,5,0,3,15,10,2,2,-81.76922,37.055512,0.3464809097
Build,651502,Mclean,Fairfax,Virginia,06/30/2005,22102,41479,10000034,SMALL,18607,18310,18310,,,8495,18573,2.19,8495,3025,5470,18607,18573,34,4752,13753,2.89,9126,9126,8495,631,8495,4502,3993,10638,9500,8783,717,396,111,0,277,8,,0,7,0,214,32,489,6178,83,6095,2761,124,2637,789,98,691,421,91,330,10638,9500,8783,717,613,43,33,28,0,1138,8457,332,135,116,258,192,170,276,350,275,683,1049,1244,921,477,670,1309,82405,8457,1199,7258,8457,4643,3814,4711,148,45,43,131,61,48,153,101,79,269,363,702,545,373,485,1165,108415,59535,9091,61,1429,808,1828,3033,1488,232,90,122,8473,3966,71,4063,349,0,0,0,9,15,9091,9080,11,9091,9091,0,4472,0,0,0,0,0,0,0,9,24,7,79,97,271,411,260,247,203,193,253,217,560,763,384,494,8,11,-77.22196,38.938664,0.3529105505
Build,613922,Columbia,Howard,Maryland,01/09/2006,21044,104599,10000102,LARGE,40251,40251,40251,,,15979,39299,2.46,15979,4516,11463,40251,39299,952,10370,31722,3.06,16571,16571,15979,592,15979,9871,6108,22362,20244,18020,2224,582,293,10,91,122,,66,0,8,324,98,1106,11074,111,10963,4764,51,4713,2847,107,2740,2571,313,2258,22362,20244,18020,2224,1440,336,179,146,123,2118,16007,726,280,385,507,615,601,821,761,566,1408,1900,2477,1910,967,1190,893,70691,16007,2150,13857,16007,8333,7674,10533,259,139,173,159,295,304,378,367,344,777,1114,1892,1632,870,1056,774,85410,34481,16567,238,1310,2432,5446,4626,2291,135,19,70,15978,6618,60,8770,512,0,0,0,10,8,16567,16524,43,16567,16381,186,9860,0,0,0,11,15,0,0,93,154,144,318,395,343,681,1357,887,1256,1372,1159,1079,458,132,0,6,10,14,-76.87823,39.21536,0.3568601175
Build,127564,Portsmouth,Portsmouth City,Virginia,02/14/2007,23704,7212,10000332,SMALL,19166,19166,19166,,,7448,18278,2.45,7448,2518,4930,19166,18278,888,4446,14068,3.16,8657,8657,7448,1209,7448,3356,4092,6987,5688,4193,1495,482,390,7,0,0,,20,0,148,407,102,160,4757,100,4657,1247,191,1056,273,32,241,550,159,391,6987,5688,4193,1495,1183,153,111,41,7,1299,7483,1527,815,758,614,663,429,397,367,299,495,461,354,150,66,31,57,25228,7483,467,7016,7483,1378,6105,4488,793,387,449,429,331,309,193,245,227,366,311,294,66,37,19,32,28030,14051,8690,7,94,128,912,1138,1039,1286,1732,2354,7481,4636,103,2249,423,0,0,0,44,26,8690,8608,82,8690,8554,136,3354,45,27,35,24,79,86,78,364,493,603,497,369,199,139,109,34,53,52,29,0,18,15,0,6,3,3,-76.31369,36.830748,0.3581706863
